country,year,country_id,e_regiongeo,v2x_polyarchy,v2x_libdem,v2x_delibdem,v2x_egaldem,v2x_liberal,v2xcl_rol,v2x_cspart,v2x_jucon,v2x_regime,gov_seatshare,rooduijn_government,rooduijn_government_senior,gov_popul_mean,gov_popul_weighted,gov_ideol_mean,gov_ideol_weighted,no_govparties,econ_right,econ_left,rooduijn,gov_popul_prime,president,ruth_populism,singleparty_gov,syst,evnt,evnttype,rights_sum,rights_crim,rights_ruleolaw,rights_political,rights_econ,rights_ind,rights_social,diff_rights_sum,diff_rights_crim,diff_rights_ruleolaw,diff_rights_political,diff_rights_econ,diff_rights_ind,diff_rights_social,diff_conterm,diff_judind,diff_hosterm,diff_judiciary,diff_executive,date,year_start,year_end,year_interval
Albania,1990,12,3,0.187,0.075,0.094,0.226,0.198,0.045,0.156,0.38,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,4,38,0,27,7,0,0,7,0,0,0,0,0,0,0,NA,0,0,0,0,1990-01-01,1990-01-01,1990-07-01,1989-07-01 UTC--1990-07-01 UTC
Albania,1991,12,3,0.369,0.264,0.267,0.289,0.602,0.618,0.335,0.576,1,67.6,NA,NA,0.179,0.179,-2.241,-2.241,1,0,1,NA,0.179,NA,NA,1,1,1,2,8,0,7,1,3,1,0,-30,0,-20,-6,3,1,-7,NA,0,1,1,2,1991-01-01,1990-07-01,1991-07-01,1990-07-01 UTC--1991-07-01 UTC
Albania,1992,12,3,0.418,0.334,0.325,0.311,0.722,0.671,0.358,0.627,1,65.7,NA,NA,0.385,0.385,1.216,1.216,1,1,0,NA,0.385,NA,NA,1,0,1,1,8,0,7,1,3,1,0,0,0,0,0,0,0,0,NA,0,0,0,0,1992-01-01,1991-07-01,1992-06-30,1991-07-01 UTC--1992-06-30 UTC
Albania,1993,12,3,0.416,0.319,0.328,0.312,0.68,0.705,0.395,0.627,1,65.7,NA,NA,0.385,0.385,NA,NA,1,NA,NA,NA,0.385,NA,NA,1,0,1,1,44,0,29,7,6,1,1,36,0,22,6,3,0,1,NA,0,0,0,0,1993-01-01,1992-07-01,1993-07-01,1992-07-01 UTC--1993-07-01 UTC
Albania,1994,12,3,0.412,0.336,0.305,0.31,0.733,0.705,0.395,0.627,1,65.7,NA,NA,0.385,0.385,NA,NA,1,NA,NA,NA,0.385,NA,NA,1,0,0,4,44,0,29,7,6,1,1,0,0,0,0,0,0,0,NA,0,0,0,0,1994-01-01,1993-07-01,1994-07-01,1993-07-01 UTC--1994-07-01 UTC
Albania,1995,12,3,0.426,0.345,0.304,0.317,0.737,0.717,0.395,0.627,1,65.7,NA,NA,0.385,0.385,NA,NA,1,NA,NA,NA,0.385,NA,NA,1,0,0,4,44,0,29,7,6,1,1,0,0,0,0,0,0,0,NA,0,0,0,0,1995-01-01,1994-07-01,1995-07-01,1994-07-01 UTC--1995-07-01 UTC
Albania,1996,12,3,0.381,0.319,0.269,0.284,0.737,0.717,0.395,0.627,1,90.6,NA,NA,0.12433333333333334,0.16199116997792495,1.306,1.221184326710817,3,1,0,NA,0.164,NA,NA,0,0,0,4,44,0,29,7,6,1,1,0,0,0,0,0,0,0,NA,0,0,0,0,1996-01-01,1995-07-01,1996-06-30,1995-07-01 UTC--1996-06-30 UTC
Albania,1997,12,3,0.369,0.311,0.269,0.281,0.733,0.699,0.395,0.627,1,90.6,NA,NA,0.185,0.16199116997792495,-0.7995000000000001,NA,2,NA,NA,NA,0.23,NA,NA,0,0,0,4,44,0,29,7,6,1,1,0,0,0,0,0,0,0,NA,0,0,0,0,1997-01-01,1996-07-01,1997-07-01,1996-07-01 UTC--1997-07-01 UTC
Albania,1998,12,3,0.386,0.323,0.307,0.284,0.741,0.719,0.542,0.631,1,90.6,NA,NA,0.185,0.16199116997792495,NA,NA,2,NA,NA,NA,0.23,NA,NA,0,1,1,3,70,0,50,12,7,1,5,26,0,21,5,1,0,4,NA,0,0,2,1,1998-01-01,1997-07-01,1998-07-01,1997-07-01 UTC--1998-07-01 UTC
Albania,1999,12,3,0.389,0.327,0.31,0.287,0.747,0.736,0.607,0.631,1,90.6,NA,NA,0.185,0.16199116997792495,NA,NA,2,NA,NA,NA,0.23,NA,NA,0,0,0,4,70,0,50,12,7,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1999-01-01,1998-07-01,1999-07-01,1998-07-01 UTC--1999-07-01 UTC
Albania,2000,12,3,0.401,0.341,0.313,0.297,0.772,0.815,0.609,0.619,1,90.6,NA,NA,0.185,0.16199116997792495,NA,NA,2,NA,NA,NA,0.23,NA,NA,0,0,0,4,70,0,50,12,7,1,5,0,0,0,0,0,0,0,0,0,0,0,0,2000-01-01,1999-07-01,2000-06-30,1999-07-01 UTC--2000-06-30 UTC
Albania,2001,12,3,0.433,0.365,0.349,0.318,0.78,0.845,0.609,0.619,1,52.1,NA,NA,0.144,0.144,-1.066,-1.066,1,0,1,NA,0.144,NA,NA,1,0,0,4,70,0,50,12,7,1,5,0,0,0,0,0,0,0,0,0,0,0,0,2001-01-01,2000-07-01,2001-07-01,2000-07-01 UTC--2001-07-01 UTC
Albania,2002,12,3,0.477,0.39,0.372,0.346,0.778,0.854,0.609,0.606,1,52.1,NA,NA,0.144,0.144,NA,NA,1,NA,NA,NA,0.144,NA,NA,1,0,0,4,70,0,50,12,7,1,5,0,0,0,0,0,0,0,0,0,0,0,0,2002-01-01,2001-07-01,2002-07-01,2001-07-01 UTC--2002-07-01 UTC
Albania,2003,12,3,0.482,0.393,0.375,0.349,0.777,0.854,0.62,0.593,1,52.1,NA,NA,0.144,0.144,NA,NA,1,NA,NA,NA,0.144,NA,NA,1,0,0,4,70,0,50,12,7,1,5,0,0,0,0,0,0,0,0,0,0,0,0,2003-01-01,2002-07-01,2003-07-01,2002-07-01 UTC--2003-07-01 UTC
Albania,2004,12,3,0.474,0.394,0.373,0.345,0.788,0.864,0.684,0.632,1,52.1,NA,NA,0.144,0.144,NA,NA,1,NA,NA,NA,0.144,NA,NA,1,0,0,4,70,0,50,12,7,1,5,0,0,0,0,0,0,0,0,0,0,0,0,2004-01-01,2003-07-01,2004-06-30,2003-07-01 UTC--2004-06-30 UTC
Albania,2005,12,3,0.505,0.415,0.406,0.358,0.788,0.864,0.712,0.632,2,53.7,NA,NA,0.27525,0.46244320297951585,0.829,1.146461824953445,4,1,0,NA,0.543,NA,NA,0,0,0,4,70,0,50,12,7,1,5,0,0,0,0,0,0,0,0,0,0,0,0,2005-01-01,2004-07-01,2005-07-01,2004-07-01 UTC--2005-07-01 UTC
Albania,2006,12,3,0.536,0.436,0.421,0.375,0.788,0.864,0.712,0.632,2,53.7,NA,NA,0.27525,0.46244320297951585,NA,NA,4,NA,NA,NA,0.543,NA,NA,0,0,0,4,70,0,50,12,7,1,5,0,0,0,0,0,0,0,0,0,0,0,0,2006-01-01,2005-07-01,2006-07-01,2005-07-01 UTC--2006-07-01 UTC
Albania,2007,12,3,0.54,0.44,0.409,0.38,0.788,0.864,0.712,0.632,2,53.7,NA,NA,0.27525,0.46244320297951585,NA,NA,4,NA,NA,NA,0.543,NA,NA,0,0,1,1,70,0,50,12,7,1,5,0,0,0,0,0,0,0,0,0,0,0,0,2007-01-01,2006-07-01,2007-07-01,2006-07-01 UTC--2007-07-01 UTC
Albania,2008,12,3,0.538,0.439,0.406,0.376,0.792,0.864,0.688,0.635,2,53.7,NA,NA,0.27525,0.46244320297951585,NA,NA,4,NA,NA,NA,0.543,NA,NA,0,0,1,1,70,0,50,12,7,1,5,0,0,0,0,0,0,0,0,0,0,0,0,2008-01-01,2007-07-01,2008-06-30,2007-07-01 UTC--2008-06-30 UTC
Albania,2009,12,3,0.534,0.439,0.404,0.377,0.8,0.88,0.688,0.635,2,52.2,NA,NA,0.17166666666666666,0.230367816091954,0.68533333333333335,1.1211915708812261,3,1,0,NA,0.237,NA,NA,0,0,0,4,70,0,50,12,7,1,5,0,0,0,0,0,0,0,0,0,0,0,0,2009-01-01,2008-07-01,2009-07-01,2008-07-01 UTC--2009-07-01 UTC
Albania,2010,12,3,0.535,0.438,0.392,0.376,0.797,0.876,0.688,0.635,2,52.2,NA,NA,0.17166666666666666,0.230367816091954,NA,NA,3,NA,NA,NA,0.237,NA,NA,0,0,0,4,70,0,50,12,7,1,5,0,0,0,0,0,0,0,0,0,0,0,0,2010-01-01,2009-07-01,2010-07-01,2009-07-01 UTC--2010-07-01 UTC
Albania,2011,12,3,0.535,0.44,0.403,0.376,0.797,0.884,0.688,0.635,2,52.2,NA,NA,0.17166666666666666,0.230367816091954,NA,NA,3,NA,NA,NA,0.237,NA,NA,0,0,0,4,70,0,50,12,7,1,5,0,0,0,0,0,0,0,0,0,0,0,0,2011-01-01,2010-07-01,2011-07-01,2010-07-01 UTC--2011-07-01 UTC
Albania,2012,12,3,0.53,0.435,0.4,0.375,0.795,0.884,0.688,0.641,2,52.2,NA,NA,0.17166666666666666,0.230367816091954,NA,NA,3,NA,NA,NA,0.237,NA,NA,0,0,1,1,70,0,50,12,7,1,5,0,0,0,0,0,0,0,0,0,0,0,0,2012-01-01,2011-07-01,2012-06-30,2011-07-01 UTC--2012-06-30 UTC
Albania,2013,12,3,0.508,0.425,0.269,0.362,0.808,0.913,0.591,0.712,2,57.8,NA,NA,0.2945,0.3868442906574394,-0.5375000000000001,-0.5438581314878893,2,0,1,NA,0.447,NA,NA,0,0,0,4,70,0,50,12,7,1,5,0,0,0,0,0,0,0,0,0,0,0,0,2013-01-01,2012-07-01,2013-07-01,2012-07-01 UTC--2013-07-01 UTC
Albania,2014,12,3,0.509,0.431,0.283,0.369,0.82,0.913,0.591,0.742,2,57.8,NA,NA,0.2945,0.3868442906574394,NA,NA,2,NA,NA,NA,0.447,NA,NA,0,0,0,4,70,0,50,12,7,1,5,0,0,0,0,0,0,0,0,0,0,0,0,2014-01-01,2013-07-01,2014-07-01,2013-07-01 UTC--2014-07-01 UTC
Albania,2015,12,3,0.509,0.431,0.291,0.364,0.82,0.913,0.591,0.742,2,57.8,NA,NA,0.2945,0.3868442906574394,NA,NA,2,NA,NA,NA,0.447,NA,NA,0,0,1,1,70,0,50,12,7,1,5,0,0,0,0,0,0,0,0,0,0,0,0,2015-01-01,2014-07-01,2015-07-01,2014-07-01 UTC--2015-07-01 UTC
Albania,2016,12,3,0.51,0.43,0.29,0.365,0.82,0.913,0.597,0.742,2,57.8,NA,NA,0.2945,0.3868442906574394,NA,NA,2,NA,NA,NA,0.447,NA,NA,0,0,1,1,70,0,50,12,7,1,5,0,0,0,0,0,0,0,0,0,0,0,0,2016-01-01,2015-07-01,2016-06-30,2015-07-01 UTC--2016-06-30 UTC
Albania,2017,12,3,0.52,0.428,0.264,0.365,0.796,0.894,0.609,0.68,2,55,NA,NA,0.1035,0.06794,-0.234,-0.5240218181818183,2,0,1,NA,0.065,NA,NA,0,0,0,4,70,0,50,12,7,1,5,0,0,0,0,0,0,0,0,0,0,0,0,2017-01-01,2016-07-01,2017-07-01,2016-07-01 UTC--2017-07-01 UTC
Albania,2018,12,3,0.498,0.414,0.255,0.355,0.8,0.901,0.591,0.684,1,55,NA,NA,0.1035,0.06794,NA,NA,2,NA,NA,NA,0.065,NA,NA,0,0,0,4,70,0,50,12,7,1,5,0,0,0,0,0,0,0,0,0,0,0,0,2018-01-01,2017-07-01,2018-07-01,2017-07-01 UTC--2018-07-01 UTC
Albania,2019,12,3,0.486,0.41,0.247,0.343,0.806,0.916,0.62,0.695,1,55,NA,NA,0.1035,0.06794,NA,NA,2,NA,NA,NA,0.065,NA,NA,0,0,0,4,70,0,50,12,7,1,5,0,0,0,0,0,0,0,0,0,0,0,0,2019-01-01,2018-07-01,2019-07-01,2018-07-01 UTC--2019-07-01 UTC
Albania,2020,12,3,0.493,0.417,0.26,0.364,0.816,0.899,0.667,0.734,1,55,NA,NA,0.1035,0.06794,NA,NA,2,NA,NA,NA,0.065,NA,NA,0,0,1,1,70,0,50,12,7,1,5,0,0,0,0,0,0,0,0,0,0,0,0,2020-01-01,2019-07-01,2020-06-30,2019-07-01 UTC--2020-06-30 UTC
Albania,2021,12,3,0.489,0.41,0.312,0.368,0.807,0.9,0.678,0.746,1,55,NA,NA,0.1035,0.06794,NA,NA,2,NA,NA,NA,0.065,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-01-01,2020-07-01,2020-12-31,2020-07-01 UTC--2021-07-01 UTC
Argentina,1990,37,18,0.828,0.613,0.711,0.643,0.694,0.826,0.886,0.603,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,4,47,1,32,10,5,1,6,0,0,0,0,0,0,0,NA,0,0,0,0,1990-01-01,1990-01-01,1990-07-01,1989-07-01 UTC--1990-07-01 UTC
Argentina,1991,37,18,0.831,0.624,0.726,0.646,0.708,0.836,0.886,0.603,2,52.1,NA,NA,0.2155,0.36047408829174665,1.576,0.9051228406909789,2,1,0,NA,0.386,NA,NA,0,0,0,4,47,1,32,10,5,1,6,0,0,0,0,0,0,0,NA,0,0,0,0,1991-01-01,1990-07-01,1991-07-01,1990-07-01 UTC--1991-07-01 UTC
Argentina,1992,37,18,0.836,0.628,0.733,0.659,0.708,0.836,0.886,0.603,2,52.1,NA,NA,0.2155,0.36047408829174665,NA,NA,2,NA,NA,NA,0.386,NA,NA,0,0,0,4,47,1,32,10,5,1,6,0,0,0,0,0,0,0,NA,0,0,0,0,1992-01-01,1991-07-01,1992-06-30,1991-07-01 UTC--1992-06-30 UTC
Argentina,1993,37,18,0.835,0.628,0.733,0.658,0.708,0.836,0.886,0.603,2,49.4,NA,NA,0.27,0.27,1.304,1.304,1,1,0,NA,0.27,NA,NA,1,0,0,4,47,1,32,10,5,1,6,0,0,0,0,0,0,0,NA,0,0,0,0,1993-01-01,1992-07-01,1993-07-01,1992-07-01 UTC--1993-07-01 UTC
Argentina,1994,37,18,0.839,0.63,0.735,0.659,0.708,0.836,0.886,0.603,2,49.4,NA,NA,0.27,0.27,NA,NA,1,NA,NA,NA,0.27,Carlos Menem,Populist,1,0,1,1,47,1,32,10,5,1,6,0,0,0,0,0,0,0,NA,0,0,0,0,1994-01-01,1993-07-01,1994-07-01,1993-07-01 UTC--1994-07-01 UTC
Argentina,1995,37,18,0.835,0.633,0.732,0.655,0.719,0.845,0.886,0.606,2,51,NA,NA,0.269,0.269,1.176,1.176,1,1,0,NA,0.269,Carlos Menem,Populist,1,0,0,4,47,1,32,10,5,1,6,0,0,0,0,0,0,0,NA,0,0,0,0,1995-01-01,1994-07-01,1995-07-01,1994-07-01 UTC--1995-07-01 UTC
Argentina,1996,37,18,0.829,0.624,0.728,0.657,0.712,0.845,0.886,0.606,2,51,NA,NA,0.269,0.269,NA,NA,1,NA,NA,NA,0.269,Carlos Menem,Populist,1,0,0,4,47,1,32,10,5,1,6,0,0,0,0,0,0,0,NA,0,0,0,0,1996-01-01,1995-07-01,1996-06-30,1995-07-01 UTC--1996-06-30 UTC
Argentina,1997,37,18,0.829,0.625,0.728,0.653,0.712,0.845,0.886,0.606,2,46.3,NA,NA,0.269,0.269,1.172,1.172,1,1,0,NA,0.269,Carlos Menem,Populist,1,0,0,4,47,1,32,10,5,1,6,0,0,0,0,0,0,0,NA,0,0,0,0,1997-01-01,1996-07-01,1997-07-01,1996-07-01 UTC--1997-07-01 UTC
Argentina,1998,37,18,0.833,0.628,0.728,0.655,0.714,0.845,0.886,0.613,2,46.3,NA,NA,0.269,0.269,NA,NA,1,NA,NA,NA,0.269,Carlos Menem,Populist,1,0,0,4,47,1,32,10,5,1,6,0,0,0,0,0,0,0,NA,0,0,0,0,1998-01-01,1997-07-01,1998-07-01,1997-07-01 UTC--1998-07-01 UTC
Argentina,1999,37,18,0.832,0.632,0.725,0.655,0.724,0.845,0.886,0.628,2,46.3,NA,NA,0.42800000000000005,0.39095896328293744,-0.3095,-0.09538012958963285,2,0,1,NA,0.33,Fernando de la Rúa,Non-Populist,0,0,0,4,47,1,32,10,5,1,6,0,0,0,0,0,0,0,NA,0,0,0,0,1999-01-01,1998-07-01,1999-07-01,1998-07-01 UTC--1999-07-01 UTC
Argentina,2000,37,18,0.84,0.662,0.762,0.673,0.757,0.835,0.886,0.724,2,46.3,NA,NA,0.42800000000000005,0.39095896328293744,NA,NA,2,NA,NA,NA,0.33,Fernando de la Rúa,Non-Populist,0,0,0,4,47,1,32,10,5,1,6,0,0,0,0,0,0,0,NA,0,0,0,0,2000-01-01,1999-07-01,2000-06-30,1999-07-01 UTC--2000-06-30 UTC
Argentina,2001,37,18,0.84,0.671,0.763,0.673,0.772,0.844,0.886,0.721,2,31.1,NA,NA,0.41100000000000003,0.33387781350482315,-0.359,0.030372990353697754,2,0,1,NA,0.288,Fernando de la Rúa,Non-Populist,0,0,0,4,47,1,32,10,5,1,6,0,0,0,0,0,0,0,NA,0,0,0,0,2001-01-01,2000-07-01,2001-07-01,2000-07-01 UTC--2001-07-01 UTC
Argentina,2002,37,18,0.832,0.659,0.77,0.662,0.764,0.844,0.886,0.707,2,31.1,NA,NA,0.41100000000000003,0.33387781350482315,NA,NA,2,NA,NA,NA,0.288,Eduardo Duhalde,Non-Populist,0,0,0,4,47,1,32,10,5,1,6,0,0,0,0,0,0,0,NA,0,0,0,0,2002-01-01,2001-07-01,2002-07-01,2001-07-01 UTC--2002-07-01 UTC
Argentina,2003,37,18,0.813,0.647,0.663,0.646,0.776,0.86,0.886,0.72,2,51.4,NA,NA,0.658,0.658,-0.416,-0.416,1,0,1,NA,0.658,Néstor Kirchner,Populist,1,0,0,4,47,1,32,10,5,1,6,0,0,0,0,0,0,0,NA,0,0,0,0,2003-01-01,2002-07-01,2003-07-01,2002-07-01 UTC--2003-07-01 UTC
Argentina,2004,37,18,0.808,0.648,0.62,0.645,0.781,0.88,0.878,0.72,2,51.4,NA,NA,0.658,0.658,NA,NA,1,NA,NA,NA,0.658,Néstor Kirchner,Populist,1,0,0,4,47,1,32,10,5,1,6,0,0,0,0,0,0,0,NA,0,0,0,0,2004-01-01,2003-07-01,2004-06-30,2003-07-01 UTC--2004-06-30 UTC
Argentina,2005,37,18,0.806,0.641,0.619,0.643,0.772,0.88,0.873,0.699,2,53.3,NA,NA,0.791,0.791,-1.541,-1.541,1,0,1,NA,0.791,Néstor Kirchner,Populist,1,0,0,4,47,1,32,10,5,1,6,0,0,0,0,0,0,0,NA,0,0,0,0,2005-01-01,2004-07-01,2005-07-01,2004-07-01 UTC--2005-07-01 UTC
Argentina,2006,37,18,0.796,0.632,0.619,0.635,0.772,0.88,0.873,0.699,2,53.3,NA,NA,0.791,0.791,NA,NA,1,NA,NA,NA,0.791,Néstor Kirchner,Populist,1,0,0,4,47,1,32,10,5,1,6,0,0,0,0,0,0,0,NA,0,0,0,0,2006-01-01,2005-07-01,2006-07-01,2005-07-01 UTC--2006-07-01 UTC
Argentina,2007,37,18,0.795,0.63,0.621,0.636,0.767,0.882,0.885,0.693,2,54.1,NA,NA,0.6295000000000001,0.7779852125693162,-1.244,-1.599166358595194,2,0,1,NA,0.803,Cristina Fernández de Kirchner,Non-Populist,0,0,0,4,47,1,32,10,5,1,6,0,0,0,0,0,0,0,NA,0,0,0,0,2007-01-01,2006-07-01,2007-07-01,2006-07-01 UTC--2007-07-01 UTC
Argentina,2008,37,18,0.79,0.619,0.592,0.629,0.758,0.879,0.885,0.651,2,54.1,NA,NA,0.6295000000000001,0.7779852125693162,NA,NA,2,NA,NA,NA,0.803,Cristina Fernández de Kirchner,Non-Populist,0,0,0,4,47,1,32,10,5,1,6,0,0,0,0,0,0,0,NA,0,0,0,0,2008-01-01,2007-07-01,2008-06-30,2007-07-01 UTC--2008-06-30 UTC
Argentina,2009,37,18,0.777,0.608,0.585,0.616,0.758,0.879,0.893,0.651,2,45.1,NA,NA,0.871,0.871,-1.664,-1.664,1,0,1,NA,0.871,Cristina Fernández de Kirchner,Non-Populist,1,0,0,4,47,1,32,10,5,1,6,0,0,0,0,0,0,0,NA,0,0,0,0,2009-01-01,2008-07-01,2009-07-01,2008-07-01 UTC--2009-07-01 UTC
Argentina,2010,37,18,0.776,0.61,0.583,0.614,0.763,0.879,0.855,0.651,2,45.1,NA,NA,0.871,0.871,NA,NA,1,NA,NA,NA,0.871,Cristina Fernández de Kirchner,Non-Populist,1,0,0,4,47,1,32,10,5,1,6,0,0,0,0,0,0,0,NA,0,0,0,0,2010-01-01,2009-07-01,2010-07-01,2009-07-01 UTC--2010-07-01 UTC
Argentina,2011,37,18,0.778,0.601,0.584,0.616,0.747,0.879,0.855,0.651,2,45.1,NA,NA,0.871,0.871,-1.686,-1.686,1,0,1,NA,0.871,Cristina Fernández de Kirchner,Non-Populist,1,0,0,4,47,1,32,10,5,1,6,0,0,0,0,0,0,0,NA,0,0,0,0,2011-01-01,2010-07-01,2011-07-01,2010-07-01 UTC--2011-07-01 UTC
Argentina,2012,37,18,0.78,0.604,0.588,0.621,0.747,0.884,0.855,0.651,2,45.1,NA,NA,0.871,0.871,NA,NA,1,NA,NA,NA,0.871,Cristina Fernández de Kirchner,Non-Populist,1,0,0,4,47,1,32,10,5,1,6,0,0,0,0,0,0,0,NA,0,0,0,0,2012-01-01,2011-07-01,2012-06-30,2011-07-01 UTC--2012-06-30 UTC
Argentina,2013,37,18,0.788,0.609,0.592,0.618,0.743,0.883,0.897,0.657,2,50.2,NA,NA,0.872,0.872,-1.663,-1.663,1,0,1,NA,0.872,Cristina Fernández de Kirchner,Non-Populist,1,0,0,4,47,1,32,10,5,1,6,0,0,0,0,0,0,0,NA,0,0,0,0,2013-01-01,2012-07-01,2013-07-01,2012-07-01 UTC--2013-07-01 UTC
Argentina,2014,37,18,0.792,0.617,0.596,0.619,0.751,0.883,0.897,0.657,2,50.2,NA,NA,0.872,0.872,NA,NA,1,NA,NA,NA,0.872,Cristina Fernández de Kirchner,Non-Populist,1,0,0,4,47,1,32,10,5,1,6,0,0,0,0,0,0,0,NA,0,0,0,0,2014-01-01,2013-07-01,2014-07-01,2013-07-01 UTC--2014-07-01 UTC
Argentina,2015,37,18,0.777,0.607,0.585,0.606,0.754,0.869,0.877,0.661,2,26.1,NA,NA,0.262,0.22159386973180076,0.7873333333333333,0.8758122605363985,3,1,0,NA,0.148,Mauricio Macri,Non-Populist,0,0,0,4,47,1,32,10,5,1,6,0,0,0,0,0,0,0,NA,0,0,0,0,2015-01-01,2014-07-01,2015-07-01,2014-07-01 UTC--2015-07-01 UTC
Argentina,2016,37,18,0.752,0.622,0.58,0.586,0.818,0.861,0.886,0.778,2,26.1,NA,NA,0.262,0.22159386973180076,NA,NA,3,NA,NA,NA,0.148,Mauricio Macri,Non-Populist,0,0,0,4,47,1,32,10,5,1,6,0,0,0,0,0,0,0,NA,0,0,0,0,2016-01-01,2015-07-01,2016-06-30,2015-07-01 UTC--2016-06-30 UTC
Argentina,2017,37,18,0.746,0.607,0.555,0.572,0.803,0.85,0.886,0.754,2,40.9,NA,NA,0.24533333333333332,0.20230806845965768,0.817,1.0066405867970658,3,1,0,NA,0.145,Mauricio Macri,Non-Populist,0,0,0,4,47,1,32,10,5,1,6,0,0,0,0,0,0,0,NA,0,0,0,0,2017-01-01,2016-07-01,2017-07-01,2016-07-01 UTC--2017-07-01 UTC
Argentina,2018,37,18,0.767,0.619,0.558,0.598,0.79,0.857,0.875,0.755,2,40.9,NA,NA,0.24533333333333332,0.20230806845965768,NA,NA,3,NA,NA,NA,0.145,Mauricio Macri,NA,0,0,0,4,47,1,32,10,5,1,6,0,0,0,0,0,0,0,NA,0,0,0,0,2018-01-01,2017-07-01,2018-07-01,2017-07-01 UTC--2018-07-01 UTC
Argentina,2019,37,18,0.771,0.607,0.556,0.592,0.764,0.833,0.88,0.733,2,39.3,NA,NA,0.579,0.6294961832061069,-0.1355,-0.39960305343511454,2,0,1,NA,0.642,NA,NA,0,0,0,4,47,1,32,10,5,1,6,0,0,0,0,0,0,0,NA,0,0,0,0,2019-01-01,2018-07-01,2019-07-01,2018-07-01 UTC--2019-07-01 UTC
Argentina,2020,37,18,0.822,0.667,0.686,0.637,0.79,0.868,0.895,0.772,2,39.3,NA,NA,0.579,0.6294961832061069,NA,NA,2,NA,NA,NA,0.642,NA,NA,0,0,0,4,47,1,32,10,5,1,6,0,0,0,0,0,0,0,NA,0,0,0,0,2020-01-01,2019-07-01,2020-06-30,2019-07-01 UTC--2020-06-30 UTC
Argentina,2021,37,18,0.811,0.657,0.666,0.621,0.79,0.853,0.895,0.772,2,39.3,NA,NA,0.579,0.6294961832061069,NA,NA,2,NA,NA,NA,0.642,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-01-01,2020-07-01,2020-12-31,2020-07-01 UTC--2021-07-01 UTC
Austria,1990,144,1,0.861,0.78,0.764,0.774,0.91,0.966,0.962,0.918,3,76.5,Non-Populist,Non-Populist,0.091,0.09085751633986928,-0.105,-0.13292679738562097,2,0,1,0,0.09,NA,NA,0,0,1,1,14,1,8,1,3,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,1990-01-01,1990-01-01,1990-07-01,1989-07-01 UTC--1990-07-01 UTC
Austria,1991,144,1,0.86,0.781,0.763,0.772,0.91,0.966,0.962,0.918,3,76.5,Non-Populist,Non-Populist,0.091,0.09085751633986928,NA,NA,2,NA,NA,NA,0.09,NA,NA,0,0,1,1,14,1,8,1,3,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,1991-01-01,1990-07-01,1991-07-01,1990-07-01 UTC--1991-07-01 UTC
Austria,1992,144,1,0.861,0.78,0.763,0.762,0.91,0.966,0.962,0.918,3,76.5,Non-Populist,Non-Populist,0.091,0.09085751633986928,NA,NA,2,NA,NA,NA,0.09,NA,NA,0,0,1,1,14,1,8,1,3,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,1992-01-01,1991-07-01,1992-06-30,1991-07-01 UTC--1992-06-30 UTC
Austria,1993,144,1,0.861,0.78,0.763,0.762,0.91,0.966,0.962,0.918,3,76.5,Non-Populist,Non-Populist,0.091,0.09085751633986928,NA,NA,2,NA,NA,NA,0.09,NA,NA,0,0,1,1,14,1,8,1,3,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,1993-01-01,1992-07-01,1993-07-01,1992-07-01 UTC--1993-07-01 UTC
Austria,1994,144,1,0.86,0.778,0.762,0.761,0.91,0.966,0.962,0.918,3,63.9,Non-Populist,Non-Populist,0.091,0.09088888888888888,-0.105,-0.12677777777777777,2,0,1,0,0.09,Vranitzky,Non-Populist,0,0,1,1,14,1,8,1,3,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,1994-01-01,1993-07-01,1994-07-01,1993-07-01 UTC--1994-07-01 UTC
Austria,1995,144,1,0.857,0.774,0.767,0.757,0.91,0.962,0.962,0.918,3,67.19999999999999,Non-Populist,Non-Populist,0.091,0.0908452380952381,-0.105,-0.13533333333333333,2,0,1,0,0.09,Vranitzky,Non-Populist,0,0,0,4,14,1,8,1,3,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,1995-01-01,1994-07-01,1995-07-01,1994-07-01 UTC--1995-07-01 UTC
Austria,1996,144,1,0.859,0.78,0.768,0.762,0.911,0.968,0.949,0.918,3,67.19999999999999,Non-Populist,Non-Populist,0.091,0.0908452380952381,NA,NA,2,NA,NA,NA,0.09,Vranitzky,Non-Populist,0,0,1,1,14,1,8,1,3,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,1996-01-01,1995-07-01,1996-06-30,1995-07-01 UTC--1996-06-30 UTC
